1756382222000,2.397793,1.596334,9.458294
1756392232000,2.553416,1.6280571,10.5680065
1756402211000,2.8078,1.8327614,11.601703
1756412251000,2.9520507,1.9907787,12.145186
1756422261000,2.949058,2.1493945,12.147581
1756432271000,2.8401217,2.212841,11.844116
1756442281000,2.6868927,2.2254105,11.36767
1756452504000,2.6701334,2.2948422,10.803835
1756462300000,2.6689363,2.3732524,10.278308
1756472279000,2.6743233,2.4361002,9.962872
1756483632000,2.7114334,2.469619,9.779716
1756494283000,2.6420016,2.5031378,9.743204
1756504323000,2.463035,2.5552118,9.8042555
1756514150000,2.3211784,2.6599581,9.7479925
1756524495000,2.083554,2.7042508,9.634268
1756534535000,1.8531121,2.666542,9.534309
1756554585000,1.774702,2.7138276,9.306861
1756564412000,1.7944542,2.7096379,8.975264
1756573415000,1.9656396,2.6569653,8.6017685
1756585072000,2.2254105,2.755726,8.177396
1756594197000,2.4301147,2.883816,7.843405
1756605458000,2.4917655,2.7736826,7.7171106
1756616200000,2.5061307,2.670732,7.5549035
1756626271000,2.5198972,2.6426,7.351995
1756636403000,2.5611973,2.6916811,7.2831616
1756646352000,2.5300727,2.586935,7.469909
1756654134000,2.308609,2.2457612,7.3950906
1756664479000,2.167351,2.1667526,8.844181
1756673848000,2.1374235,2.4768016,10.138845
1756684377000,1.8441339,2.4289176,10.520123
1756694417000,1.4927847,2.160767,10.462662
1756704060000,1.2976574,2.2002714,10.2495775
1756714070000,1.0217255,2.1757307,10.25676
1756724660000,0.878672,2.1972785,10.33936
1756734090000,0.8595184,2.2828712,10.33936
1756744252000,0.8810662,2.2840683,10.284293
1756755238000,1.0103531,2.2188265,10.246585
1756764943000,1.2186487,2.2571337,10.251373
1756775563000,1.4167689,2.3391352,10.263344
1756785237000,1.5191209,2.3139958,10.177153
1756793935000,1.6753427,2.3139958,10.096947
1756804433000,1.7645266,2.4528596,9.801862
1756814259000,1.6885108,2.4917655,9.362526
1756823781000,1.5795746,2.497751,8.862138
1756834310000,1.5340848,2.6048915,8.549096
1756844930000,1.4879963,2.7581203,8.328231
1756853322000,1.4203602,2.8688521,8.309675
1756863576000,1.38325,2.9801826,8.328231
1756874135000,1.2862848,3.0214825,8.291121
1756884236000,1.2066777,2.9472623,8.410232
1756894185000,1.2838906,2.8933928,8.596381
1756904836000,1.3808558,2.961029,8.5862055
1756914205000,1.395221,3.031658,8.388085
1756924275000,1.2683283,3.09271,8.110358
1756934285000,1.0175357,3.1675289,7.6452847
1756944264000,0.58897364,3.0400376,7.313688
1756955220000,0.34596214,3.067571,7.5920134
1756963307000,0.11671733,3.300407,7.7069354
1756974202000,-0.1921347,3.2483332,8.182184
1756984181000,-0.28550854,3.1950622,8.740033
1756994161000,-0.18255788,3.128623,9.274539
1757003652000,-0.007182605,2.932897,9.836577
1757014211000,0.13946225,2.765303,10.226832
1757024220000,0.24600422,2.6198552,10.623672
1757033986000,0.41240123,2.5719712,10.941502
1757044240000,0.53809685,2.5480292,11.30123
1757055257000,0.64942724,2.594716,11.554418
1757064382000,0.7230489,2.693477,11.641207
