54439298160000,0.24540567,9.76116,3.7894228
54439308231000,-0.688333,9.496601,2.533664
54439318149000,-1.1228806,9.375694,1.6154876
54439328159000,-0.6889315,9.437943,2.134431
54439338169000,-0.12749124,9.378687,2.971803
54439348392000,-0.008978256,9.444528,2.8335378
54439358249000,-0.22804771,9.5971575,2.6252422
54439368320000,-0.38307226,9.576807,2.6084828
54439378238000,-0.350152,9.507974,2.504335
54439388248000,-0.18375498,9.64564,2.2948422
54439399387000,-0.088585466,9.655217,2.086547
54439410587000,-0.1604115,9.455301,1.9177556
54439419162000,-0.33399114,9.482236,2.2427685
54439432682000,-0.46208093,9.465476,2.5971103
54439439426000,-0.4249708,9.176376,2.1428106
54439449527000,-0.3878607,9.378088,2.0069396
54439458377000,-0.51595044,9.507974,2.208651
54439470401000,-0.66618663,9.348161,2.005144
54439480319000,-0.6775591,9.51755,1.8166006
54439489170000,-0.5805939,9.6049385,1.6220716
54439501010000,-0.47105917,9.660604,1.9327193
54439509586000,-0.5105635,9.607931,2.2535424
54439521762000,-0.51355624,9.4972,2.0925324
54439529239000,-0.36511576,9.601347,2.0949266
54439540134000,-0.3393781,9.536105,2.047641
54439548435000,-0.46806642,9.557653,2.042254
54439559482000,-0.19692309,9.908403,2.7551277
54439573001000,0.08559271,10.041881,3.4129345
54439580448000,0.06703765,9.840169,3.5152867
54439590213000,0.12389994,9.829993,3.5242648
54439599002000,0.107739076,9.797672,3.5649664
54439611789000,-0.02813187,9.583989,3.5093012
54439620700000,0.17178397,8.453926,2.878429
54439630588000,0.80564886,7.917625,2.8113914
54439640232000,0.61770403,9.909002,3.4763808
54439649539000,-0.01316811,10.565612,3.3871968
54439659732000,-0.6841431,9.412206,2.8491
54439670139000,-1.0001777,8.656835,2.0488381
54439678867000,-0.8535329,8.941146,1.6843209
54439691440000,-0.6865373,9.31524,1.5622166
54439699619000,-0.7272388,9.296685,1.477821
54439709812000,-0.84694886,9.3104515,1.4772224
54439720890000,-0.83856916,9.706094,1.4460979
54439729526000,-0.62488663,9.955689,1.2210429
54439741825000,-0.34835634,10.000581,0.9923966
54439750339000,-0.11971009,9.715072,1.292869
54439760318000,0.089184016,9.5013895,2.2379801
54439771579000,0.108936176,9.460688,2.666542
54439779514000,0.091578215,9.490616,2.0949266
54439790225000,-0.14604631,9.52593,1.4550761
54439799533000,-0.5129577,9.529521,1.4041992
54439811038000,-0.599149,9.692925,1.5981296
54439820438000,-0.5674258,9.73662,1.3617022
54439838993000,-0.6254852,9.755175,1.2605472
54439851596000,-0.5770026,9.753379,1.2629414
54439859409000,-0.3824737,9.76535,1.4933833
54439873020000,-0.2861071,9.82341,1.5891514
54439879184000,-0.260968,9.715072,1.388637
54439889926000,-0.16938977,9.821015,1.3844471
54439900608000,-0.17178397,9.920375,1.435324
54439909427000,-0.29807812,9.841366,1.3317747
